date,open,high,low,close,volume,target
2016-01-04,23.03198781097844,23.05236927080175,22.671898939733367,22.882516860961914,5092500,22.882516860961914
2016-01-05,22.88931643733731,23.167874366373134,22.5767885348567,23.127111434936523,5068800,23.127111434936523
2016-01-06,22.94366842571671,23.18825635953366,22.855344429228897,23.0523738861084,4119100,23.0523738861084
2016-01-07,22.875726420820648,22.98443447546258,22.705873973056637,22.787405014038086,3897700,22.787405014038086
2016-01-08,22.807791279407695,22.977643762925325,22.644734346606974,22.685497283935547,5717700,22.685497283935547
2016-01-11,22.821375558698154,23.10672643407551,22.726258600239035,23.025197982788086,5937800,23.025197982788086
2016-01-12,23.093139037639606,23.093139037639606,22.597167628779953,22.79419708251953,5806400,22.79419708251953
2016-01-13,22.841757563933854,22.99802151249084,22.69228916499484,22.760229110717773,4977500,22.760229110717773
2016-01-14,22.794202490214666,23.378495441029624,22.57679152131745,23.208642959594727,6294400,23.208642959594727
2016-01-15,22.834964647739085,23.093141107094514,22.400142774135915,22.6175537109375,6194400,22.6175537109375
2016-01-19,22.794200577670725,22.936876028086512,22.59717109371961,22.848554611206055,6161400,22.848554611206055
2016-01-20,22.692290649450744,22.794200574701758,21.86340978034571,22.284643173217773,8371500,22.284643173217773
2016-01-21,22.352587833114935,22.63114580198415,22.162351289483443,22.576791763305664,5108800,22.576791763305664
2016-01-22,22.73305082861553,23.167872677188516,22.583582438007724,23.106725692749023,4789700,23.106725692749023
2016-01-25,23.086349219006753,23.215436173286523,22.90290822603452,22.936878204345703,4359600,22.936878204345703
2016-01-26,22.964055788970466,23.296967804798644,22.868938810660495,22.984439849853516,4058200,22.984439849853516
2016-01-27,22.902907902578715,23.174672908716474,22.787409459603232,22.99123191833496,3901000,22.99123191833496
2016-01-28,22.99123390704521,23.473614372508962,22.82817437090949,23.317350387573242,3880700,23.317350387573242
2016-01-29,23.568730584433023,23.88126113582505,23.4396436250329,23.820114135742188,5248900,23.820114135742188
2016-02-01,23.881258449444502,24.526695765583792,23.833699964923564,24.404401779174805,10278200,24.404401779174805
2016-02-02,24.166609032241492,24.84601890684315,24.132639056860008,24.71013641357422,8670800,24.71013641357422
2016-02-03,24.778077148362886,25.172133499176592,24.703341652930252,24.92754554748535,7882000,24.92754554748535
2016-02-04,24.7101379368932,25.294430879749722,24.39081703853031,24.907167434692383,8225200,24.907167434692383
2016-02-05,24.676166490289997,24.832430450769127,24.356843019195292,24.567461013793945,7619500,24.567461013793945
2016-02-08,24.302492417426816,24.73731433845123,24.20057989579912,24.451963424682617,5847800,24.451963424682617
2016-02-09,24.43837171294522,24.83242805532742,24.288900725278136,24.547077178955078,5172200,24.547077178955078
2016-02-10,24.472342291094673,24.778077231737473,24.193784365562966,24.642194747924805,4498000,24.642194747924805
2016-02-11,24.526693719528858,24.696546176289424,24.329666839411132,24.39081382751465,4446700,24.39081382751465
2016-02-12,24.42478758535144,24.492727541886428,24.139434066069413,24.28211212158203,4590800,24.28211212158203
2016-02-16,24.39761276182338,24.628612263272778,24.186994730820164,24.479141235351562,4805500,24.479141235351562
2016-02-17,24.52669633656743,24.594638881566922,24.316080926426714,24.451963424682617,3542300,24.451963424682617
2016-02-18,24.499516283684354,24.900368136019825,24.411192291341287,24.812044143676758,3729100,24.812044143676758
2016-02-19,24.805253239775794,24.818841748199436,24.499520871344256,24.635400772094727,5287300,24.635400772094727
2016-02-22,24.64899135093664,24.696549838542627,24.119052436616688,24.458757400512695,6808600,24.458757400512695
2016-02-23,24.45876245593321,24.70335049517154,24.390822485808666,24.50632095336914,3031300,24.50632095336914
2016-02-24,24.458754236458567,24.57425266520527,24.06469528527905,24.411195755004883,6767300,24.411195755004883
2016-02-25,24.506318307407295,24.710140787517823,24.295700275971793,24.696552276611328,5827700,24.696552276611328
2016-02-26,24.57425534080788,24.66257935529966,23.609494507142646,23.657052993774414,9262600,23.657052993774414
2016-02-29,23.65705146463499,24.180197375512623,23.534757480702922,23.772552490234375,6843900,23.772552490234375
2016-03-01,23.92882026111588,23.99676022223726,23.514379759742663,23.663850784301758,6173700,23.663850784301758
2016-03-02,23.575522439313122,23.738579352808316,23.099935023423466,23.724990844726562,5463700,23.724990844726562
2016-03-03,23.79972967514184,23.962789203207425,23.48720172073802,23.95599365234375,4235600,23.95599365234375
2016-03-04,23.786132546652365,24.397602315663413,23.65704563619107,24.234542846679688,4531900,24.234542846679688
2016-03-07,24.234545451252078,24.581045888178746,24.125839990827416,24.4995174407959,5442600,24.4995174407959
2016-03-08,24.49265219782638,24.767311540547663,24.38278898460699,24.69178009033203,3934100,24.69178009033203
2016-03-09,24.71924266853042,25.131228998601177,24.71924266853042,25.035099029541016,4374100,25.035099029541016
2016-03-10,25.028231708200497,25.124361669511508,24.815370637193972,25.096895217895508,4777500,25.096895217895508
2016-03-11,25.117504439939147,25.24796619803271,24.98704006249974,25.103771209716797,3440600,25.103771209716797
2016-03-14,25.028242247990654,25.179302556802572,24.849712856650076,24.96644401550293,2698800,24.96644401550293
2016-03-15,24.87030795111238,25.151832581741598,24.84970679907432,25.069433212280273,2629900,25.069433212280273
2016-03-16,25.069435558840812,25.392159904408484,24.815377360918237,25.35782814025879,3361600,25.35782814025879
2016-03-17,25.337237351838105,25.872820370481847,25.254837949472524,25.79728889465332,5114600,25.79728889465332
2016-03-18,25.70801169762033,25.865939879755484,25.42648709131936,25.44708824157715,7565900,25.44708824157715
2016-03-21,25.52261892953077,25.701148274991386,25.26856075874727,25.536352157592773,3285500,25.536352157592773
2016-03-22,25.577557844305304,25.65308930669929,25.378429919693165,25.412761688232422,4799700,25.412761688232422
2016-03-23,25.385290029494243,25.570684665742963,25.22049392415808,25.44708824157715,4762900,25.44708824157715
2016-03-24,25.447090104207888,25.618751525964793,25.323493670995283,25.536352157592773,2370600,25.536352157592773
2016-03-28,25.584421288746412,25.708017741971656,25.378428073152953,25.52262306213379,1648700,25.52262306213379
2016-03-29,25.598154187460135,25.824748555219966,25.481425660562632,25.817880630493164,3051900,25.817880630493164
2016-03-30,25.90714371549023,25.989540471699137,25.72174904951094,25.886545181274414,2157500,25.886545181274414
2016-03-31,25.859073700350173,26.154331523710937,25.797275490359663,26.14059829711914,4788900,26.14059829711914
2016-04-01,26.161199449221314,26.250464121341565,25.838477759678792,26.222997665405273,3563900,26.222997665405273
2016-04-04,26.257333885604815,26.29853095305171,25.94147485888693,26.113136291503906,2377100,26.113136291503906
2016-04-05,26.037606746772134,26.085674361219095,25.543223565824896,25.632488250732422,4191700,25.632488250732422
2016-04-06,25.598150329644053,25.82474466325457,25.350957463649095,25.79041290283203,3917600,25.79041290283203
2016-04-07,25.76980656503824,25.89340297316247,25.570681346922445,25.653078079223633,2960600,25.653078079223633
2016-04-08,25.77667959821773,25.90714133517398,25.605018177269574,25.68054962158203,2644900,25.68054962158203
2016-04-11,25.639350058385084,25.87280969674829,25.52261892953077,25.536352157592773,2136400,25.536352157592773
2016-04-12,25.556952948972757,25.776679356175535,25.474553581762674,25.72174644470215,2252800,25.72174644470215
2016-04-13,25.728611444467216,25.728611444467216,25.302889286964383,25.48141860961914,3345400,25.48141860961914
2016-04-14,25.392166317424234,25.5775610338705,25.371567777601214,25.440231323242188,1763500,25.440231323242188
2016-04-15,25.460831137847755,25.811019393077768,25.392164976486615,25.776687622070312,3350000,25.776687622070312
2016-04-18,25.845340614136724,25.948338504462058,25.639347452831217,25.90713882446289,2540500,25.90713882446289
2016-04-19,25.9552001953125,26.037596924496533,25.742341759975016,25.9552001953125,3349000,25.9552001953125
2016-04-20,25.934617233765554,25.98954754640906,25.412764857247254,25.440231323242188,4406800,25.440231323242188
2016-04-21,25.426487837144062,25.440221064603676,24.81537362159044,24.904638290405273,6576100,24.904638290405273
2016-04-22,24.90463971204854,25.117500820805443,24.90463971204854,25.069433212280273,2863100,25.069433212280273
2016-04-25,25.062563463048,25.14496019855101,24.95956557916049,25.096895217895508,3261200,25.096895217895508
2016-04-26,25.1106304679012,25.165563375561412,24.911502606650746,25.035099029541016,6044600,25.035099029541016
2016-04-27,25.144964926029118,25.508888929999625,25.03510171825484,25.30976104736328,5312300,25.30976104736328
2016-04-28,25.11063880341297,25.605024659086126,25.007640877032372,25.591291427612305,4012300,25.591291427612305
2016-04-29,25.605023367847046,25.92087981777827,25.39216221975638,25.845348358154297,5431000,25.845348358154297
2016-05-02,25.84534501145423,26.490793677865085,25.84534501145423,26.332862854003906,6228200,26.332862854003906
2016-05-03,26.27793221907345,26.408393963903738,26.023874034153177,26.147470474243164,4723400,26.147470474243164
2016-05-04,26.099404773242938,26.504525885546247,25.989541553940978,26.34659767150879,3740800,26.34659767150879
2016-05-05,26.28479893698911,26.628121818065125,26.209267484057072,26.312265396118164,4598200,26.312265396118164
2016-05-06,26.305400410500447,26.332864250617348,26.003274595102834,26.298532485961914,3081600,26.298532485961914
2016-05-09,26.33972494316357,26.490787809385655,26.284792039320987,26.394655227661133,3210100,26.394655227661133
2016-05-10,26.545720135233804,26.580051893103,26.319128437820936,26.415258407592773,4010000,26.415258407592773
2016-05-11,26.48392335450115,26.607519784985488,26.312261936533503,26.580053329467773,3430300,26.580053329467773
2016-05-12,26.538857607179292,26.834115470557713,26.44272500800742,26.717384338378906,3079600,26.717384338378906
2016-05-13,26.648726843376373,26.772323308066397,26.51139714712678,26.703657150268555,4388300,26.703657150268555
2016-05-16,26.607522008227203,26.6830534575394,26.45645910960281,26.64872169494629,5012500,26.64872169494629
2016-05-17,26.600658301359523,26.628122141476428,26.140604273070316,26.298532485961914,3958400,26.298532485961914
2016-05-18,26.147472203551754,26.229868962612674,25.550088497159287,25.735483169555664,6571100,25.735483169555664
2016-05-19,25.598152043194073,26.04447281660023,25.474555601923,26.023874282836914,3854200,26.023874282836914
2016-05-20,26.12000593263999,26.147472392307158,25.9277433343156,26.065073013305664,3891300,26.065073013305664
2016-05-23,26.078809081506837,26.126874081482796,25.701154387690273,25.714887619018555,4228700,25.714887619018555
2016-05-24,25.838479689087805,26.195535784885465,25.756080315126002,26.133737564086914,4609200,26.133737564086914
2016-05-25,25.975810311911598,26.161202361757827,25.85907917085933,26.092538833618164,2796300,26.092538833618164
2016-05-26,26.120005673345194,26.490795017133788,26.037606295161684,26.47019386291504,3537200,26.47019386291504
2016-05-27,26.51139278605182,26.57319100823114,26.319132814536456,26.559457778930664,3183000,26.559457778930664
2016-05-31,26.49765535126917,26.655583534141154,26.29852748703461,26.46332359313965,5127000,26.46332359313965
2016-06-01,26.415265334731597,26.60752532469353,26.394664179131453,26.531993865966797,4451200,26.531993865966797
2016-06-02,26.46332442671652,26.511389413480913,26.243598024552067,26.483922958374023,2738300,26.483922958374023
2016-06-03,26.73798320983161,27.067572838841993,26.703651447936984,26.98517608642578,5485300,26.98517608642578
