date,open,high,low,close,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change,target
2005-01-04,35.804853106626894,35.804853106626894,34.915856459919645,34.98585510253906,4657900,-1.3500281385910973,-2.105246115097781,-2.042399729884836,-1.94230811175371,35.67884826660156
2005-01-05,34.999857727787386,35.790855260113005,34.68485847418185,35.566856384277344,5336700,-2.2482856623995406,-0.03909483016786286,-0.6615847616482151,1.6606748071054556,34.98585510253906
2005-01-06,35.475865021294005,35.783862886264195,35.237865821455884,35.33586502075195,3076700,1.3600263669892199,-0.019536760991023527,1.5943768307017159,-0.6494567892919023,35.566856384277344
2005-01-07,35.349844921300544,35.59484277838713,35.06984508153613,35.21684646606445,1957100,-0.3552277017567218,-0.5282272304637625,-0.476818717600791,-0.3368208323684785,35.33586502075195
2005-01-10,35.0908330737722,35.93082959408927,35.06983135832843,35.685829162597656,2877800,-0.7327099966208617,0.9439199318676206,-3.913107591291265e-05,1.3316998641122568,35.21684646606445
2005-01-11,35.72085512019644,35.76985470900866,35.43385638417741,35.573856353759766,2044100,1.7954035035296245,-0.44801327133032753,1.0380005028525208,-0.3137738745755403,35.685829162597656
2005-01-12,35.69984904991342,36.37184556763359,35.66484973195905,36.357845306396484,4126100,-0.058806179785841906,1.6829558395531352,0.6519001072792907,2.2038345936983506,35.573856353759766
2005-01-13,36.32983409467811,36.504833290374485,35.4128373479298,35.44083786010742,4252500,1.7646714524867768,0.36563369459381434,-0.706612773986881,-2.522172143484347,36.357845306396484
2005-01-14,35.41983703616718,35.69283803138604,35.06983863592728,35.636837005615234,3084500,-2.5048202976633904,-2.2243499991617566,-0.9685716753858764,0.5530319183803201,35.44083786010742
2005-01-18,35.34984144521435,36.37883768434558,35.31484213625451,36.31583786010742,3537400,-0.19761691981066143,1.9219532287018337,0.6986159898558331,1.9053342315009658,35.636837005615234
2005-01-19,36.119841568392104,36.30184227083007,35.916844482209456,35.98684310913086,2723200,2.178227940204791,-0.21164891023617294,1.7046723404064767,-0.9059263681148844,36.31583786010742
2005-01-20,35.76983042569972,36.05682896688209,35.61583296695403,35.62983322143555,2457500,-0.9690273475581046,-0.6749335257424716,-0.8380789559743307,-0.9920566986458712,35.98684310913086
2005-01-21,35.45485443044611,35.68585208651351,35.00685404028813,35.04885482788086,2593000,-0.8805632889646309,-1.0288671827167972,-1.7098545111409735,-1.6305953214655,35.62983322143555
2005-01-24,35.23085972311113,35.41985661386257,34.66386104002475,34.747859954833984,3019300,-0.6317744380375467,-0.7453807520304889,-0.9797881291150778,-0.8587866123586974,35.04885482788086
2005-01-25,35.104855591829704,35.14685370880302,34.66385667167072,34.887855529785156,2954600,-0.3576527290895748,-0.7707623100673522,-1.2602041132847575e-05,0.40288977546572013,34.747859954833984
2005-01-26,34.69184170801901,35.23783834712319,34.66384119568653,34.90184020996094,3530800,-1.176514977337828,0.25886993775883216,-4.464588098107569e-05,0.0400846654614373,34.887855529785156
2005-01-27,34.67785233394232,35.69984732230262,34.67785233394232,35.67884826660156,4708800,-0.04032467977467258,1.3111161094169432,0.04042003936233218,2.226266729680537,34.90184020996094
2005-01-28,35.6788544049541,35.68585320129967,34.67785830007893,34.94385528564453,3717100,2.8865745818751565,-0.03919938613912155,1.7204458213626594e-05,-2.0600244028758263,35.67884826660156
2005-01-31,35.17485149820355,35.4408511228824,35.04885181652814,35.41984939575195,3894400,-1.4126095558734342,-0.6865523910420279,1.0698282265267922,1.3621682731240314,34.94385528564453
2005-02-01,35.41985144122603,35.825851032354535,35.153854471462836,35.72785186767578,2684700,0.6965201915208885,1.0863167708282218,0.2995894287332268,0.8695758936817066,35.41984939575195
2005-02-02,36.53984536505286,37.02284235266872,35.99384586788195,36.56084442138672,6095300,3.162051443624203,3.3411385516932235,2.3894716782792758,2.3314935272237047,35.72785186767578
2005-02-03,37.064831174701304,37.064831174701304,36.357832909808515,36.39983367919922,4199200,1.4367488543083562,0.11341328586447208,1.0112479873993108,-0.4403912019420253,36.56084442138672
2005-02-04,36.36484072886165,37.02983834058903,36.32984141672365,36.80583953857422,3324900,-1.888556951845588,-0.09440980304844526,-0.0769888930242324,1.1154058091397578,36.39983367919922
2005-02-07,36.69383493623852,36.882834413078605,36.609836058846085,36.74983596801758,3731200,0.904704106446852,-0.3969877647272635,0.770701525808315,-0.1521594705045315,36.80583953857422
2005-02-08,36.85484790124182,37.53384326357573,36.67284716226631,37.44984436035156,6070700,0.43880113725667247,1.7650727251761422,0.1721152296856543,1.9047932430043657,36.74983596801758
2005-02-09,37.6256563912075,38.089823259936054,37.52719715887309,38.06169128417969,4835300,2.091471092300212,1.4812764908086695,2.3296527614192097,1.6337769469501273,37.44984436035156
2005-02-10,38.061690056341185,38.27970883720061,37.717082754287496,37.87883758544922,3634700,1.1588732448946093,0.498520499737487,0.5059946113495029,-0.4804140135687307,38.06169128417969
2005-02-11,37.80147602504313,38.18828128966706,37.52016164196421,38.07575607299805,2204300,-0.6836638912062765,-0.238840760054837,-0.5221005919417321,0.5198641249341662,37.87883758544922
2005-02-14,37.98433180450918,38.20938494026211,37.78038167596634,38.00543212890625,2882800,0.48372655963198063,0.05526211152309113,0.6935472093251516,-0.18469480673469763,38.07575607299805
2005-02-15,38.15311765821462,38.5539889102289,37.984328491823604,38.27970886230469,3302200,0.4443565167188135,0.9018830596345895,0.5398220102869056,0.7216777129862573,38.00543212890625
2005-02-16,38.08278946198425,38.18124868877189,37.83663871220242,37.9210319519043,2767500,-0.1843314532258944,-0.9668006657493233,-0.38881766635145976,-0.9369896508110376,38.27970886230469
2005-02-17,38.117959549822864,38.29378039397997,37.68192460750094,37.73818588256836,4133800,0.0923516589395934,0.2947302905815574,-0.4089002352410054,-0.48217587951678853,37.9210319519043
2005-02-18,37.74520718784551,37.74520718784551,36.957530773155085,37.119285583496094,4805100,-0.9778916982430275,-1.4325386537723528,-1.9223907533684081,-1.6399842350613425,37.73818588256836
2005-02-22,36.81687060455917,36.95752776644228,36.61995218761015,36.67621612548828,3327100,-2.459482017587855,-2.08683295201747,-0.9134229979188446,-1.1936368145102683,37.119285583496094
2005-02-23,37.13336011903275,37.35137892202792,36.96457361842808,37.07709884643555,4072900,0.8596317646682117,1.0656858815736525,0.9410755892098832,1.0930318426951136,36.67621612548828
2005-02-24,37.4146761737794,37.93510437011719,37.24588698294814,37.93510437011719,3890600,0.7575830839031905,1.5627949086105097,0.7610350586590098,2.3141118112700587,37.07709884643555
2005-02-25,37.69598361647443,38.701678945019744,37.50609948730886,38.67354965209961,4502800,0.7518638979753467,2.0207525130902626,0.69863419947509,1.9466014243106233,37.93510437011719
2005-02-28,38.610262865307185,38.71575377417697,38.47663729146658,38.65949249267578,4608600,2.425402287243106,0.03636748983737448,2.587679917198882,-0.036348252359252875,38.67354965209961
2005-03-01,38.66651434770472,38.842335167410255,38.16014952845267,38.32190704345703,4279200,0.14569049320842797,0.3269506102647979,-0.8225452775835529,-0.873227834749013,38.65949249267578
2005-03-02,38.293792502975805,38.975975769707645,38.23752852730381,38.89158248901367,4414100,-0.9639396025647673,0.3440591347595445,0.2027743596587417,1.4865529654112253,38.32190704345703
2005-03-03,38.99705641663089,40.839657764736025,38.90562884372272,40.38252258300781,8889100,1.8364958592190561,4.781617286607731,1.747237183339001,3.833580426857952,38.89158248901367
2005-03-04,40.53022329936754,41.31086830658886,40.080122350327976,41.05768585205078,6625600,3.9314938706061175,1.1538062942822114,3.0188266878373726,1.6719194984789354,40.38252258300781
2005-03-07,40.45286267254362,41.08581614135953,40.26297582705484,41.00142288208008,6256100,-0.1908714547475321,-0.5447771360289511,0.45621985663766296,-0.1370339530908926,41.05768585205078
2005-03-08,41.00844500627153,41.268659043198745,40.656803400711084,40.89591979980469,4604500,1.3734067183952314,0.4450268219332143,0.9781382661527172,-0.2573156609194216,41.00142288208008
2005-03-09,40.68494748229663,40.82560471222293,40.39660136821378,40.614620208740234,3505800,-0.7888558659696288,-1.07358547926657,-0.6399962877867371,-0.6878426807404803,40.89591979980469
2005-03-10,40.621632595595145,41.04360408522743,40.57240299089322,40.7763557434082,3411000,-0.1556223876878149,0.5339770826204848,0.4351891414750675,0.3982199854060564,40.614620208740234
2005-03-11,40.68495013571018,40.94516696702954,40.22781746215305,40.43177032470703,3275100,0.15587148046309895,-0.2398354637508926,-0.8493101303797879,-0.8450618315906655,40.7763557434082
2005-03-14,40.43878653493148,40.78339650497108,40.29812934955179,40.58647537231445,3272300,-0.605048303998379,-0.39509049307022703,0.1747842459136617,0.3826323862768932,40.43177032470703
2005-03-15,40.68493676289912,41.451515647070174,40.53021626527708,41.12800598144531,4775300,0.6086983538811541,1.638213585319348,0.575924787257831,1.3342637027808024,40.58647537231445
2005-03-16,41.001399041381745,41.15612216243979,39.876147295900786,39.925376892089844,4868300,0.7778364762538015,-0.7126240862829869,-1.6137810987617351,-2.9241123187397577,41.12800598144531
2005-03-17,39.91132166487901,40.30516122333173,39.88318969295828,40.00978088378906,3839200,-2.658634588060138,-2.067641202320736,0.01766067570478924,0.21140437052691308,39.925376892089844
2005-03-18,40.12231110792099,40.220770339148196,39.78473545107936,40.19967269897461,5497600,0.5286455928811051,-0.20937984521616215,-0.24685648925494297,0.47461348448045726,40.00978088378906
2005-03-21,40.087146033979934,40.22780322329329,39.791768350953355,39.9746208190918,2053200,-0.08764468688374771,0.017485702252328927,0.017677382529401875,-0.5598351050468908,40.19967269897461
2005-03-22,40.08714769718158,40.57944653879726,40.0519840690975,40.24187088012695,3646500,4.148964971584235e-06,0.874130047698829,0.6539435891592227,0.668549333449886,39.9746208190918
2005-03-23,40.248903529974086,40.368463087798034,39.81990028140433,39.98165512084961,3041300,0.4035104568038017,-0.5199268816973746,-0.5794564066858188,-0.6466293777753984,40.24187088012695
2005-03-24,40.101222086209596,40.25594530156958,39.85507127242658,39.94649887084961,1806400,-0.3669204147499605,-0.27872695074799836,0.08832516097152521,-0.08793095206722779,39.98165512084961
