date,volume,open,high,low,close,target
2016-01-05,16212900,-0.43637861035026315,-0.7347879641593669,-1.8087027034354275,-2.0198009411934836,-2.0198009411934836
2016-01-06,13934500,-3.204434224485031,-1.1785239848455253,-0.5305740597588038,-0.5351758860639322,-0.5351758860639322
2016-01-07,14680200,-0.42262378462436523,-0.10842309958226659,-0.8454199627655368,-0.856921055050397,-0.856921055050397
2016-01-08,10691600,1.68755134321803,-0.4242700337759642,0.48721676372838196,-0.2512536795405862,-0.2512536795405862
2016-01-11,9583200,-0.4173618976313631,-0.46570977990146867,-0.45453551491573263,0.6750680622580107,0.6750680622580107
2016-01-12,8863900,0.7584067720757481,1.393727056104077,1.8163272762842686,1.5412311986455096,1.5412311986455096
2016-01-13,11615400,0.901247059628596,0.029447142012672956,-2.212477859831974,-2.9371204325968847,-2.9371204325968847
2016-01-14,11147500,-3.1703904206075717,-1.9336391480960335,-0.9478172191622947,0.6397230865378356,0.6397230865378356
2016-01-15,22337000,-3.071469260546411,-3.032741533126504,-3.8378524824890126,-5.256790074745243,-5.256790074745243
2016-01-19,13286800,-0.648393947065018,-1.8682794870988673,-0.4600813692986372,0.07455595187015884,0.07455595187015884
2016-01-20,16918100,-2.9684211415266892,-1.5041555754321756,-2.8055477015865304,-1.5217629857905313,-1.5217629857905313
2016-01-21,12078200,0.7485359386678603,1.302861143431322,2.0791892527843414,1.5993015746045502,1.5993015746045502
2016-01-22,12303800,3.316452630895661,2.6987064306567943,3.5211217326792665,3.0631784602329404,3.0631784602329404
2016-01-25,7812200,0.4898507458084289,-0.7595845763343156,-0.450015571742457,-1.6614965466947629,-1.6614965466947629
2016-01-26,6915600,-0.9645356460069587,-0.25859018923505284,-0.03155102412211175,1.0284297729785008,1.0284297729785008
2016-01-27,6328900,0.8587224735989496,0.20739531867364214,-1.2829941307826664,-2.0255557527580126,-2.0255557527580126
2016-01-28,7312700,-1.152525879494637,-1.4798689660286413,-1.5979515076932072,-0.8375721014937221,-0.8375721014937221
2016-01-29,8211600,-1.0399077059458306,0.6512695633694499,1.3640794558374303,2.448419548044267,2.448419548044267
2016-02-01,7027200,0.9234558951620064,-0.11481493008319577,1.1427799100528269,-0.6992414300716621,-0.6992414300716621
2016-02-02,7244400,-1.1358780120045653,-1.60901882514487,-1.9324027163027058,-2.1334627793193506,-2.1334627793193506
2016-02-03,10878000,0.10637891086628937,1.3167709327577493,-0.4845556382141014,2.1692378223615583,2.1692378223615583
2016-02-04,8350300,0.8182767890863252,1.3834961780851085,2.3587908878296426,0.30480876243328403,0.30480876243328403
2016-02-05,8898500,0.4743341270746493,-1.3852993557447735,-1.1944962951872196,-1.6032641523982982,-1.6032641523982982
