date,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change,target_pct_change
2016-01-05,5830900,1.1417739884800104,0.6586155238906155,0.7351544975622515,0.70170271664034,0.70170271664034
2016-01-06,5868700,0.23428996284646786,0.2532660287429156,0.4936640437377182,0.021108194059915597,0.021108194059915597
2016-01-07,5837700,-0.12751530869932193,-0.10527713684576057,-0.06408816630366632,-0.8444269543062433,-0.8444269543062433
2016-01-08,5220200,-0.021230726009036083,-0.3371545576577262,-0.49151493770017707,-0.7451193441616377,-0.7451193441616377
2016-01-11,5870500,-0.4043806084550461,-0.5921308389118307,0.1503087148479132,0.4718687232135643,0.4718687232135643
2016-01-12,5762300,0.25642435264561225,-0.19143265816635724,-1.3510476962168894,-0.8326041886062674,-0.8326041886062674
2016-01-13,5860100,-0.7885847495374021,0.23443210729052755,0.9565078704531604,0.7534842266164299,0.7534842266164299
2016-01-14,6057100,0.5370610904022133,1.1056824064020532,4.131377795424385e-06,0.7265002257737629,0.7265002257737629
2016-01-15,6536900,-0.23503834745707275,-0.6519345249906494,0.2153422668973004,0.06364334455530862,0.06364334455530862
2016-01-19,7627600,1.199397234191668,1.6934723546784047,1.3751537604637099,1.632388436163379,1.632388436163379
2016-01-20,8026100,0.9523917652038083,-0.10406924139340079,-1.102153885203605,-1.627022329417438,-1.627022329417438
2016-01-21,5876800,-0.8804734046123031,-0.916828861828356,-0.6857776559992756,-0.742117203137449,-0.742117203137449
2016-01-22,6019000,-1.0364165484587295,-0.35755686621611327,0.47471180394824675,1.1535504796314378,1.1535504796314378
2016-01-25,4287100,1.346418377144154,0.2954649367294282,1.1382962574857158,0.08446217424251667,0.08446217424251667
2016-01-26,3946700,0.21091625564992889,1.17848428227183,0.6371063771538843,0.40096361579811113,0.40096361579811113
2016-01-27,3350500,-0.21046566323740246,-0.39520286702359186,-0.3165407611167126,0.12607505245456618,0.12607505245456618
2016-01-28,3980400,0.4639782346276933,1.3990803402821772,0.021201163477191365,1.343444330904875,1.343444330904875
2016-01-29,7181700,1.9730930447672712,0.9060492306852463,2.603129435751561,1.325555783857868,1.325555783857868
2016-02-01,9996700,0.7410597188034052,2.0204324958250863,0.6394624067423749,2.003298486628724,2.003298486628724
2016-02-02,6308200,1.246399399447773,-0.4001071802633427,1.2912164658725356,-0.5411086803399412,-0.5411086803399412
2016-02-03,15188000,-0.2825407129468993,0.9037984154939283,-2.246046901401688,-2.2567041355498474,-2.2567041355498474
2016-02-04,9049000,-1.8416964282831016,-3.085161795068636,-1.7801352161095574,-0.18549276396520042,-0.18549276396520042
2016-02-05,8747200,-0.9897123865683866,-0.39024380144635495,-0.40044937841050565,-0.41306891103828347,-0.41306891103828347
2016-02-08,7027400,0.3331904137606756,0.721642556212565,1.6504460807329924,1.2442899744929292,1.2442899744929292
2016-02-09,7085700,0.8302331061813328,0.96214144425526,0.4995891274883979,0.778381644408177,0.778381644408177
