date,open,high,low,close,volume,open_pct_change,high_pct_change,low_pct_change,close_pct_change
2024-10-28 09:38:00-04:00,250.35499572753906,250.35499572753906,250.35499572753906,250.35499572753906,3659.0,0.36681898539820956,0.36681898539820956,0.36681898539820956,0.36681898539820956
2024-10-28 10:28:00-04:00,251.35499572753906,251.35499572753906,251.35499572753906,251.35499572753906,298.0,0.3994328122328694,0.3994328122328694,0.3994328122328694,0.3994328122328694
2024-10-28 10:29:00-04:00,251.5010986328125,251.5010986328125,251.5010986328125,251.5010986328125,550.0,0.058126119534862575,0.058126119534862575,0.058126119534862575,0.058126119534862575
2024-10-28 10:30:00-04:00,251.13999938964844,251.13999938964844,251.13999938964844,251.13999938964844,437.0,-0.14357760070513592,-0.14357760070513592,-0.14357760070513592,-0.14357760070513592
2024-10-28 10:34:00-04:00,251.32000732421875,251.32000732421875,251.32000732421875,251.32000732421875,384.0,0.07167632993858586,0.07167632993858586,0.07167632993858586,0.07167632993858586
2024-10-28 10:36:00-04:00,250.9600067138672,250.9600067138672,250.61000061035156,250.61000061035156,908.0,-0.14324391208819787,-0.14324391208819787,-0.28251101908939313,-0.28251101908939313
2024-10-28 10:45:00-04:00,250.67999267578125,250.67999267578125,250.67999267578125,250.67999267578125,318.0,-0.11157715595903062,-0.11157715595903062,0.027928680124178484,0.027928680124178484
2024-10-28 10:50:00-04:00,251.0,251.0,250.67999267578125,250.67999267578125,730.0,0.12765570989650143,0.12765570989650143,0.0,0.0
2024-10-28 10:51:00-04:00,251.09500122070312,251.1199951171875,251.09500122070312,251.1199951171875,654.0,0.037849091913599864,0.04780681959661859,0.16555311833705844,0.1755235576280434
2024-10-28 10:52:00-04:00,250.7899932861328,250.7899932861328,250.7899932861328,250.7899932861328,346.0,-0.1214711296869786,-0.1314120091873594,-0.1214711296869786,-0.1314120091873594
2024-10-28 10:56:00-04:00,251.24000549316406,251.24000549316406,251.24000549316406,251.24000549316406,907.0,0.1794378639812022,0.1794378639812022,0.1794378639812022,0.1794378639812022
2024-10-28 11:01:00-04:00,251.35800170898438,251.35800170898438,251.35800170898438,251.35800170898438,430.0,0.04696553623644295,0.04696553623644295,0.04696553623644295,0.04696553623644295
2024-10-28 11:04:00-04:00,251.1999969482422,251.1999969482422,251.1999969482422,251.1999969482422,258.0,-0.06286044592490603,-0.06286044592490603,-0.06286044592490603,-0.06286044592490603
2024-10-28 11:05:00-04:00,251.64999389648438,251.64999389648438,251.64999389648438,251.64999389648438,337.0,0.17913891469309995,0.17913891469309995,0.17913891469309995,0.17913891469309995
2024-10-28 11:10:00-04:00,251.9550018310547,252.36000061035156,251.9550018310547,252.36000061035156,482.0,0.12120323543332034,0.2821405647079889,0.12120323543332034,0.2821405647079889
2024-10-28 11:12:00-04:00,252.03590393066406,252.03590393066406,252.03590393066406,252.03590393066406,235.0,0.03210974143057488,-0.12842632703425894,0.03210974143057488,-0.12842632703425894
2024-10-28 11:13:00-04:00,252.22500610351562,252.22500610351562,252.05999755859375,252.05999755859375,690.0,0.07502985483511804,0.07502985483511804,0.009559601451192279,0.009559601451192279
2024-10-28 11:14:00-04:00,251.9499969482422,252.1300048828125,251.9499969482422,252.1300048828125,336.0,-0.10903326340314656,-0.03766526648992796,-0.04364064564666981,0.027774071608677176
2024-10-28 11:15:00-04:00,251.77000427246094,251.77000427246094,251.77000427246094,251.77000427246094,949.0,-0.07143984042922158,-0.14278372402319883,-0.07143984042922158,-0.14278372402319883
2024-10-28 11:16:00-04:00,251.63499450683594,251.63499450683594,251.63499450683594,251.63499450683594,432.0,-0.053624245674199766,-0.053624245674199766,-0.053624245674199766,-0.053624245674199766
2024-10-28 11:19:00-04:00,251.49000549316406,251.49000549316406,251.49000549316406,251.49000549316406,484.0,-0.0576187799141481,-0.0576187799141481,-0.0576187799141481,-0.0576187799141481
